Date,Open,High,Low,Close,Adj Close,Volume
2020-09-09,275.640015,280.049988,273.000000,277.880005,276.706360,64837900
2020-09-10,280.940002,282.200012,270.559998,272.339996,271.189758,69667500
2020-09-11,274.149994,275.220001,266.899994,270.450012,269.307739,71809000
2020-09-14,274.359985,277.220001,272.959991,275.160004,273.997864,38525200
2020-09-15,279.029999,280.450012,275.130005,279.059998,277.881348,41849900
2020-09-16,279.880005,280.359985,274.250000,274.609985,273.450165,42321000
2020-09-17,267.549988,274.399994,266.679993,270.320007,269.178314,81570800
2020-09-18,271.790009,272.089996,262.630005,266.869995,265.742859,86251100
2020-09-21,262.470001,267.649994,260.109985,267.510010,266.380188,57168600
2020-09-22,269.989990,273.079987,266.540009,272.480011,271.329193,41128900
2020-09-23,272.149994,272.339996,263.250000,264.160004,263.044312,48837300
2020-09-24,261.390015,268.700012,261.220001,265.390015,264.269135,70631700
2020-09-25,265.910004,272.399994,264.299988,271.559998,270.413055,55242400
2020-09-28,276.579987,277.200012,271.670013,277.200012,276.029266,58438300
2020-09-29,276.619995,277.709991,275.369995,275.950012,274.784546,27050000
2020-09-30,276.149994,281.089996,275.869995,277.839996,276.666565,49380800
2020-10-01,281.790009,282.880005,279.839996,282.250000,281.057922,50020200
2020-10-02,276.019989,282.239990,273.440002,274.309998,273.151428,75497400
2020-10-05,276.339996,280.489990,276.230011,280.160004,278.976746,28184600
2020-10-06,279.450012,281.190002,274.250000,275.160004,273.997864,49704200
2020-10-07,277.890015,280.739990,277.279999,279.920013,278.737762,27539700
2020-10-08,282.399994,282.470001,280.309998,281.410004,280.221466,25443300
2020-10-09,283.109985,285.790009,282.709991,285.709991,284.503296,30201100
2020-10-12,290.549988,297.459991,289.470001,294.529999,293.286041,79370700
2020-10-13,296.390015,297.049988,293.109985,294.519989,293.276062,64240000
2020-10-14,295.350006,296.350006,290.260010,292.059998,290.826477,36949100
2020-10-15,287.200012,290.709991,286.540009,290.100006,288.874786,42514200
2020-10-16,291.799988,293.269989,288.149994,288.510010,287.291473,40570700
2020-10-19,290.489990,291.480011,282.790009,283.799988,282.601349,36756800
2020-10-20,284.559998,287.619995,282.950012,284.410004,283.208771,32195400
2020-10-21,284.670013,287.320007,283.690002,284.190002,282.989716,29306100
2020-10-22,285.049988,285.980011,280.820007,284.179993,282.979767,32196200
2020-10-23,284.769989,284.910004,281.779999,284.739990,283.537415,24658500
2020-10-26,282.380005,285.299988,276.760010,280.470001,279.285431,38421100
2020-10-27,281.500000,283.510010,280.200012,282.660004,281.466187,30559100
2020-10-28,278.010010,278.640015,271.380005,271.640015,270.492706,53413500
2020-10-29,273.000000,279.489990,272.519989,276.390015,275.222687,43246300
2020-10-30,274.339996,275.239990,267.070007,269.380005,268.242279,65838300
2020-11-02,271.850006,273.519989,266.970001,269.980011,268.839752,39987400
2020-11-03,271.959991,276.820007,270.839996,274.649994,273.489990,43604100
2020-11-04,283.589996,288.769989,281.869995,286.910004,285.698212,75728200
2020-11-05,293.529999,295.390015,292.000000,294.390015,293.146637,52054200
2020-11-06,293.709991,295.359985,289.829987,294.609985,293.365692,40959800
2020-11-09,297.649994,299.140015,288.119995,288.589996,287.371124,86537100
2020-11-10,285.170013,286.660004,280.619995,283.420013,282.222961,69024900
2020-11-11,286.029999,290.250000,283.380005,289.760010,288.536194,36102900
2020-11-12,290.760010,292.070007,287.250000,288.399994,287.181946,34414600
2020-11-13,290.170013,291.570007,287.869995,290.929993,289.701233,24806900
2020-11-16,290.619995,293.510010,289.989990,293.200012,291.961670,30168400
2020-11-17,293.399994,293.739990,291.609985,292.269989,291.035553,21843500
2020-11-18,291.700012,293.369995,290.019989,290.109985,288.884674,28069600
2020-11-19,289.540009,292.700012,288.850006,292.380005,291.145142,22718400
2020-11-20,292.299988,293.070007,290.290009,290.380005,289.153564,25907300
2020-11-23,291.410004,292.750000,288.070007,290.390015,289.163574,26875600
2020-11-24,291.489990,294.980011,289.630005,294.470001,293.226288,24516800
2020-11-25,295.570007,296.940002,294.589996,296.279999,295.028656,23326800
2020-11-27,298.309998,300.170013,297.899994,299.010010,297.747131,17163100
2020-11-30,299.339996,299.970001,294.779999,299.619995,298.354523,27836200
2020-12-01,301.970001,305.140015,300.829987,303.459991,302.178314,27521300
2020-12-02,302.250000,304.200012,300.350006,303.850006,302.566681,23620000
2020-12-03,304.170013,305.880005,303.529999,304.279999,302.994873,22828700
2020-12-04,304.329987,305.670013,303.630005,305.519989,304.229614,19332100
2020-12-07,305.709991,307.630005,305.519989,307.250000,305.952301,20851000
2020-12-08,306.760010,308.600006,304.950012,308.290009,306.987915,18341500
2020-12-09,308.070007,308.359985,300.209991,301.309998,300.037384,48839300
2020-12-10,299.209991,303.679993,298.089996,302.519989,301.242279,27519500
2020-12-11,300.809998,301.980011,298.470001,301.850006,300.575134,26760400
2020-12-14,303.079987,306.049988,303.010010,304.040009,302.755890,28804800
2020-12-15,306.369995,307.290009,304.109985,307.290009,305.992157,25709000
2020-12-16,307.700012,309.790009,306.619995,308.980011,307.675018,25461900
2020-12-17,310.630005,311.239990,309.390015,311.000000,309.686493,23730500
2020-12-18,311.660004,311.980011,307.609985,310.059998,308.750427,41173400
2020-12-21,306.459991,309.470001,303.600006,308.920013,308.172852,37095500
2020-12-22,309.850006,310.709991,306.850006,309.760010,309.010803,26176300
2020-12-23,309.809998,310.179993,308.040009,308.200012,307.454590,21201300
2020-12-24,308.470001,310.019989,308.390015,309.559998,308.811310,16785000
2020-12-28,312.250000,313.170013,310.359985,312.679993,311.923767,22497700
2020-12-29,314.049988,314.690002,312.029999,312.959991,312.203064,25871900
2020-12-30,314.160004,314.489990,312.329987,312.970001,312.213074,18138100
2020-12-31,312.869995,314.239990,311.760010,313.739990,312.981171,21611400
